id_restaurant,place_name,address,latitude,longitude,cluster
146,Rabeg & Sop Iga Serdang Serang,"Jl. Teuku Cikditiro No.127-135, Sukmajaya, Kec. Jombang, Kota Cilegon, Banten 42416, Indonesia",-6.03805,106.080221,5
147,Warung Nasi Bu Dedi (RABEG Khas Serang),"Unyur, Serang, Serang City, Banten 42111, Indonesia",-6.103063,106.163938,5
148,Waroeng Rabeg iis,"Jl. Ki Ajurum No.101, Cipocok Jaya, Kec. Cipocok Jaya, Kota Serang, Banten 42121, Indonesia",-6.13676,106.170574,5
149,Warung Rabeg & Pindang Mang Sam,"Jl. Arga Raya Blok E1 No. 10, Kotasari, Grogol, Kotasari, Kec. Gerogol, Kota Cilegon, Banten 42436, Indonesia",-5.988018,106.023916,5
150,RABEG WONG CILEGON,"XX98+WG6, Jl. Lingkar Selatan, Randakari, Kec. Ciwandan, Kota Cilegon, Banten 42446, Indonesia",-6.030219,105.96627,5
151,RABEG RATU AMINAH BANTEN,"Link kepandean, Kagungan, Kec. Serang, Kota Serang, Banten 42114, Indonesia",-6.110965,106.145421,5
152,Sate Bandeng Mba Lies Pusat Oleh-oleh Cilegon,"Jl. Raya Cilegon, Cibeber, Kec. Cibeber, Kota Cilegon, Banten 42423, Indonesia",-6.028428,106.074155,5
153,Sate Bandeng Ibu Mulyati,"Jl. Jaksa Agung R. Soeprapto No.KM. 3, Karundang, Kec. Cipocok Jaya, Kota Serang, Banten 42125, Indonesia",-6.142477,106.160493,5
154,Sate Bandeng Hj.Yoyok Ciracas,"Jl. Perum Bukit Permai No.2 Blok J, Serang, Serang City, Banten 42116, Indonesia",-6.126367,106.141502,5
155,Sate Bandeng Ibu Mamah,"V4CV+J52, Jl. Raya Sepang, Serang, Kec. Serang, Kota Serang, Banten 42116, Indonesia",-6.128473,106.142856,5
156,Sate Bandeng Sampurna,"Jl. Ahmad Yani No.22, RT.3/RW.4, Cipare, Kec. Serang, Kota Serang, Banten 42117, Indonesia",-6.118565,106.158744,5
157,Soto Betawi Globe H.Oji,"Jl. Samanhudi No.4, RT.1/RW.3, Ps. Baru, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10710, Indonesia",-6.16119,106.833138,1
158,Soto Betawi,"9, Jl. Salemba Tengah No.65c, RT.9/RW.8, Paseban, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10440, Indonesia",-6.193366,106.855974,1
159,Soto dan Sop Khas Betawi Bang Nawi Tanjung Duren,"Jl. Tanjung Duren Raya No.362, RT.7/RW.3, Tj. Duren Utara, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia",-6.173622,106.783171,1
160,Soto Betawi H. Ma ruf,"Wisma Tebet Raya, Jl. Tebet Raya No.23, RT.1/RW.2, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820, Indonesia",-6.229587,106.852856,1
161,SOTO BETAWI H. YAKUB,"QQ7H+5R8, Jl. Kb. Mangga 4, RT.1/RW.2, Cipulir, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12230, Indonesia",-6.237116,106.779571,1
162,Soto Betawi Rawamangun,"Jl. Tenggiri No 18A RT.007/RW.06 Rawamangun, Jati, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13220, Indonesia",-6.200472,106.893923,1
163,Soto Betawi H. Ma ruf,"Jl. Pramuka No.64, Utan Kayu Utara, Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 10330, Indonesia",-6.193067,106.864649,1
164,Soto Betawi Bang Ujang,"1, Jl. Kyai Maja No.53, RT.1/RW.3, Gunung, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12120, Indonesia",-6.241493,106.790046,1
165,Soto Betawi Haji Mamat,"Jl. Mandala Raya No.10 13, RT.13/RW.5, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440, Indonesia",-6.176088,106.799295,1
166,SOTO ROXY BETAWI H. DARWASA,"Jl. Tidore No.2, RT.1/RW.5, Cideng, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10150, Indonesia",-6.166637,106.807545,1
167,Soto Betawi Bang Udin,"Jl. Lapangan Tembak Cibubur RT 10/2 No.4, Daerah Khusus Ibukota Jakarta 13720, Indonesia",-6.350942,106.877955,1
168,Soto Betawi Sambung Nikmat,"Jl. Ciputat Raya No.2, RT.8/RW.6, Pd. Pinang, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12310, Indonesia",-6.276953,106.772941,1
169,Soto Betawi Bang Sawit,"Jl. H. R. Rasuna Said, RT.2/RW.5, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940, Indonesia",-6.218556,106.834568,1
170,Soto Betawi Bang Nawi,"Jl. Kh MAS Mansyur Gg. Riban No.1, Kb. Melati, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230, Indonesia",-6.19652,106.81602,1
171,Kerak Telor Bang Ade,"Jl. Satria I No.261, RT.9/RW.2, Ujung Menteng, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13960, Indonesia",-6.187385,106.966314,1
172,Kerak Telor Pak Dudu,"Jl. Pejaten Barat II No.43 6, RT.6/RW.8, Pejaten Bar., Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510, Indonesia",-6.268715,106.828239,1
173,Kerak telor mpok ayu,"Jl :prumpung barat. Rt:09/05 rawa bunga, jatinegara No 10, RT.9/RW.5, Rw. Bunga, Jakarta, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13350, Indonesia",-6.221385,106.872424,1
174,Kerak Telor Tunas Betawi,"h Nasir rt002/002 no.28c, RT.2/RW.2, Srengseng, Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11630, Indonesia",-6.204854,106.756045,1
175,Kerak Telor Khas Betawi Al Aziz,"prapatan SMK 32, Jl. Tebet Barat Dalam Raya, RT.20/RW.1, Tebet dalam raya, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810, Indonesia",-6.229605,106.849835,1
176,"Kerak Telor Bang Doel, Sejak Tahun 2000","Jl. Pintu Air Raya No.68 6, RT.6/RW.1, Ps. Baru, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10710, Indonesia",-6.163369,106.832664,1
177,Kerak Telor Babeh Abdul Rohman,"Jakarta Pusat 2 5, RT.2/RW.5, Menteng, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10310, Indonesia",-6.197719,106.82833,1
178,Bang egg crust Roy,"Jln swadaya pos rt 008/04 no 93, Pulo Gebang, Daerah Khusus Ibukota Jakarta 13950, Indonesia",-6.199406,106.95891,1
179,Tempe mendoan onoy,"Jl. Kemiri Raya No.15, Salatiga, Kec. Sidorejo, Kota Salatiga, Jawa Tengah 50711, Indonesia",-7.318558,110.497104,4
180,Tempe mendoan ( Azzam),"8H2J+RV5, Jetis, Ngrundul, Kebonarum, Klaten Regency, Central Java 57486, Indonesia",-7.697998,110.582194,2
181,TEMPE MENDOAN DAN TAHU PEDAS Mas Akbar Khas Purwokerto,"447W+GFV, Pengabean, Slerok, Tegal Timur, Tegal City, Central Java 52125, Indonesia",-6.886262,109.144941,3
182,Tempe Mendoan Jumbo [ TMJ ],"C793+PQJ, Pabelan Dua, Pabelan, Mungkid, Magelang Regency, Central Java 56512, Indonesia",-7.580659,110.25439,2
183,Rumah Produksi Tempe Mendoan Khas Cilacap ( DiajengChomel),"RT.01/RW.01, Dusun I, Malangan, Bulu, Sukoharjo Regency, Central Java 57563, Indonesia",-7.74704,110.80113,2
184,Tempe Mendoan Jumbo,"CW4Q+MVQ, Cangakan Timur, Cangakan, Karanganyar, Karanganyar Regency, Central Java 57716, Indonesia",-7.593231,110.939821,2
185,Mendoan Purwokerto,"Jl. Pringgading No.66, Jagalan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50136, Indonesia",-6.983053,110.430438,4
186,Tempe Mendoan 543,"Jl. Darma Bakti No.114, Medono, Kec. Pekalongan Bar., Kota Pekalongan, Jawa Tengah 51111, Indonesia",-6.906753,109.671967,4
187,TEMPE MENDOAN & TAHU BERONTAK,"Gondang Panjen Rt.10, Kebayanan 1, Jono, Kec. Tanon, Kabupaten Sragen, Jawa Tengah 57277, Indonesia",-7.401126,110.928717,2
188,Loenpia Mbak Lien,"Gg. Grajen Jl. Pemuda No.1, Pandansari, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50138, Indonesia",-6.972757,110.421172,4
189,Lunpia Cik Me Me,"Jl. Gajahmada No.107, Miroto, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50135, Indonesia",-6.984675,110.42181,4
190,Lumpia Lanny,"Jl. Kp. Plampitan No.81, Kembangsari, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50138, Indonesia",-6.97686,110.420776,4
191,Lumpia Mini,"Jl. Kanalsari Tim. III No.13, Rejosari, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50125, Indonesia",-6.976688,110.440136,4
192,Lunpia Express,"AA, Jl. Gajahmada No.142, Gabahan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50135, Indonesia",-6.982652,110.421891,4
193,Lumpia Kartika Semarang,"No., Jl. MT. Haryono No.632, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137, Indonesia",-6.972662,110.430985,4
194,Lumpia Teteh,"Jl. Setia Budi No.170kel, Srondol Wetan, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50263, Indonesia",-7.062303,110.413421,4
202,Nasi Timbel Pajajaran,"Gg. Kina, Jl. Pajajaran No.8/6 B, Pasir Kaliki, Kec. Cicendo, Kota Bandung, Jawa Barat 40173, Indonesia",-6.907587,107.602727,3
203,Nasi Timbel Mangga,"Jl. Mangga No.12, Cihapit, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40114, Indonesia",-6.914217,107.631003,3
204,Nasi Timbel M11,"Jl. Prof. DR. H. Andi Hakim Nasoetion No.11, RT.02/RW.05, Tegallega, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16129, Indonesia",-6.599299,106.806558,1
205,Nasi Timbel Khas Subang,"Jl. Simpang 5, Pd. Petir, Kec. Bojongsari, Kota Depok, Jawa Barat 16517, Indonesia",-6.364656,106.722861,1
206,Kedai Timbel Dago,"Jl. Ir. H. Juanda No.117, Lb. Siliwangi, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132, Indonesia",-6.892212,107.612971,3
207,Nasi Timbel Bawean,"Jl. Bawean No.3, Merdeka, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40113, Indonesia",-6.909719,107.618195,3
208,RM. Nasi Timbel Saung Sunda ᮔᮞᮤ ᮒᮤᮙ᮪ᮘᮨᮜ᮪ ᮞᮅᮀ ᮞᮥᮔ᮪ᮓ,"Jl. Sholeh Iskandar No.9, RT.04/RW.03, Cibadak, Kec. Tanah Sereal, Kota Bogor, Jawa Barat 16164, Indonesia",-6.542799,106.772699,1
209,Nasi Timbel Mbak Warsih,"Jl. Cianjur, Kacapiring, Kec. Batununggal, Kota Bandung, Jawa Barat 40271, Indonesia",-6.915879,107.633069,3
210,Nasi Timbel Ukhuwwah / TASIKMAHGAYA,"3JQ5+QCP, Jl. Aceh, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117, Indonesia",-6.910536,107.608593,3
211,WAROENG NASI TIMBEL ORANG SUNDA,"GWQQ+GVX, Jl. Basuki Rahmat, Sukajati, Kec. Haurgeulis, Kabupaten Indramayu, Jawa Barat 45264, Indonesia",-6.461264,107.939703,1
212,Nasi Timbel Pangandaran,"Jl. Pasirjati Endah, Pasir Endah, Kec. Ujung Berung, Kota Bandung, Jawa Barat 40619, Indonesia",-6.906174,107.691871,3
213,Nasi Timbel Komplit Bandoeng,"Jl. Ibrahim Adjie No.429, Kb. Kangkung, Kec. Kiaracondong, Kota Bandung, Jawa Barat 40275, Indonesia",-6.938144,107.642471,3
214,NASI TIMBEL CEU ETI,"Jl. Cikajang 14 No.67, Antapani Tengah, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",-6.919069,107.664481,3
215,Warung Nasi Timbel Ma Uneh,"Jl. Nagrog Telok Dengklok No.02/12, Pasanggrahan, Kec. Ujung Berung, Kota Bandung, Jawa Barat 40617, Indonesia",-6.904692,107.714367,3
